time_sec,acc_x_g,acc_y_g,acc_z_g,gyro_x_rad_s,gyro_y_rad_s,gyro_z_rad_s
0.0,0.6271143586332022,9.738496336551158,10.004204937462266,0.0,1.0,0.0
0.01857626580807107,-0.3259742039477218,9.65589935777523,10.171371173517002,0.03714319450366467,0.999285516475949,0.0
0.03715253161614214,0.6726604251042154,10.01674890044745,9.36509071963948,0.07423379878284976,0.9972000197569256,0.0
0.05572879742421321,1.0888889923488279,9.878731027931254,9.593413469559959,0.11122157310951673,0.9937463909470349,0.0
0.07430506323228428,1.4880916769368906,10.073916448878675,10.12090129518631,0.1480564167797493,0.9889293364379903,0.0
0.09288132904035534,1.087419298143987,9.330276141275545,10.328555802289287,0.18468843375117575,0.982755381689601,0.0
0.11145759484842642,0.993279506801224,9.265330255031834,10.187286127248523,0.22106799801695998,0.9752328626794551,0.0
0.1300338606564975,1.1490785098410758,9.86245106311808,9.95274764377078,0.2571458186348916,0.9663719150324588,0.0
0.14861012646456856,1.0125413629728401,9.188852094557616,9.954631968129451,0.2928565754495823,0.9561313507378998,0.0
0.16718639227263962,1.7058059380940052,9.656739295945329,9.380940407408982,0.32816359677044915,0.9445780950748773,0.0
0.18576265808071069,1.1834929946885895,9.791210840508445,9.339500428747023,0.36301942161057665,0.9317291609575454,0.0
0.20433892388878178,2.0109003564225714,9.364430606834054,10.231462155077004,0.3973768445594351,0.9176019805828156,0.0
0.22291518969685284,1.7312045137398115,10.215287866913318,10.861592024095053,0.431189325797979,0.9022156913995992,0.0
0.2414914555049239,2.7693824282593678,10.290859533299864,9.674723816992616,0.4644110520746609,0.8855911110330744,0.0
0.260067721312995,4.297460404589336,9.127762935752394,10.39787727648579,0.4969969967514188,0.8677507100555653,0.0
0.27864398712106603,2.3021112821455505,9.111831667170318,10.149562439420176,0.5288741679921256,0.8486726286160157,0.0
0.2972202529291371,2.8866957467019354,8.667002788453086,9.546028376019178,0.5600229405505688,0.8284286492060734,0.0
0.3157965187372082,3.9146876578598166,9.602613226838384,9.694879260209955,0.5904024975974215,0.8070485932382383,0.0
0.33437278454527924,3.7983760040371912,8.797620547887623,10.58228033321373,0.6199717042582005,0.7845614461576133,0.0
0.35294905035335034,4.095141891621514,8.852073332880625,10.356891335358792,0.648690507406533,0.7609976701350083,0.0
0.37152531616142137,3.881677939146248,8.762966036589326,9.602294780360944,0.6765199881400865,0.7363891641527389,0.0
0.39010158196949246,3.7453178712065927,10.471968251871953,9.154388610590619,0.7034224128039196,0.7107692222486729,0.0
0.40867784777756355,2.791151032290835,8.877008227430625,9.949707313472254,0.7293226163431529,0.684136411161728,0.0
0.4272541135856346,4.699944909253621,9.13903352904537,10.080056718010136,0.754218145794942,0.6565632607157478,0.0
0.4458303793937057,4.141229637710785,8.934668029217299,9.065378113573937,0.7780781783956555,0.6280900490101727,0.0
0.46440664520177677,5.322687030797731,8.504798956561032,10.284893483727092,0.8008704167210743,0.5987553650590748,0.0
0.4829829110098478,4.57797460676952,8.98916698323269,10.108556322265299,0.8225639884840595,0.568598946738369,0.0
0.5015591768179188,5.082590102747216,8.995928482285244,10.497523106460338,0.8431294869801281,0.5376616287183313,0.0
0.52013544262599,4.949386921727494,8.571781990552394,10.508476336286538,0.8625390096556248,0.5059852889899232,0.0
0.538711708434061,4.750491225769275,8.76455808842656,9.253015663228625,0.8807207475131233,0.4735885065268503,0.0
0.5572879742421321,5.826439025123873,8.422855810853182,9.246421119125968,0.8976886154002147,0.44054068111889233,0.0
0.5758642400502032,5.865437048077769,7.512264497709414,9.28874823418411,0.9134243530890113,0.4068893486699804,0.0
0.5944405058582742,5.358703815799913,8.092819883152908,9.986710265134287,0.9279066730764841,0.3726801061050361,0.0
0.6130167716663453,5.092242729564196,7.854276063687236,9.533231285946883,0.9411159605186311,0.33795929406432645,0.0
0.6315930374744164,5.8370109502191685,7.790576584333424,9.27455546078647,0.9530342989247557,0.3027739361854971,0.0
0.6501693032824875,6.3632900118216815,7.385024216340211,8.975730648983383,0.9636454936758329,0.26717167750957355,0.0
